,0
2598,4286
2599,4438
2600,4731
2601,5258
2602,6661
2603,5891
2604,3156
2605,2843
2606,2521
2607,1887
2608,1172
2609,590
2610,376
2611,283
2612,683
2613,2384
2614,5269
2615,6593
2616,5829
2617,4463
2618,4911
2619,5206
2620,5546
2621,6456
2622,6142
2623,3633
2624,3033
2625,2439
2626,1690
2627,669
2628,584
2629,385
2630,658
2631,2052
2632,2755
2633,3991
2634,4947
2635,937
2636,686
2637,462
2638,1153
2639,1839
2640,3245
2641,3616
2642,3813
2643,3124
2644,2529
2645,2347
2646,1596
2647,1408
2648,1030
2649,692
2650,383
2651,273
2652,261
2653,334
2654,2474
2655,5198
2656,5565
2657,4410
2658,4033
2659,4368
2660,4799
2661,5708
2662,2460
2663,434
2664,370
2665,243
2666,340
2667,2608
2668,5646
2669,6945
2670,6060
2671,5100
2672,4389
2673,4462
2674,4739
2675,4683
2676,5061
2677,5693
2678,6617
2679,6139
2680,4679
2681,3121
2682,2686
2683,2734
2684,3839
2685,1242
2686,605
2687,389
2688,261
2689,337
2690,747
2691,2533
2692,5348
2693,5330
2694,5410
2695,4403
2696,4543
2697,4962
2698,5303
2699,5679
2700,6485
2701,6312
2702,4334
2703,3059
2704,2787
2705,2545
2706,2040
2707,1130
2708,627
2709,378
2710,291
2711,347
2712,638
2713,2337
2714,5110
2715,6681
2716,5948
2717,4996
2718,4461
2719,4929
2720,5246
2721,5201
2722,5518
2723,6037
2724,5971
2725,4909
2726,4053
2727,2945
2728,2547
2729,2396
2730,2320
2731,1517
2732,945
2733,580
2734,472
2735,354
2736,417
2737,678
2738,1198
2739,1909
2740,2689
2741,3438
2742,3885
2743,4420
2744,4907
2745,4901
2746,4684
2747,4760
2748,4763
2749,4471
2750,4113
2751,3440
2752,2768
2753,2390
2754,2752
2755,2258
2756,1103
2757,730
2758,579
2759,338
2760,255
2761,425
2762,720
2763,1080
2764,1630
2765,2428
2766,3230
2767,3555
2768,3676
2769,4072
2770,4178
2771,4148
2772,4665
2773,3536
2774,2196
2775,1656
2776,1566
2777,2658
2778,1068
2779,522
2780,285
2781,265
2782,352
2783,742
2784,2327
2785,4897
2786,5884
2787,4790
2788,5463
2789,4141
2790,4195
2791,4506
2792,4416
2793,4882
2794,5430
2795,6316
2796,6067
2797,4454
2798,2912
2799,2519
2800,2083
2801,1396
2802,909
2803,326
2804,243
2805,326
2806,747
2807,2336
2808,4591
2809,5100
2810,5523
2811,5376
2812,4364
2813,4435
2814,4680
2815,4811
2816,5064
2817,6242
2818,6235
2819,4721
2820,3200
2821,2846
2822,2372
2823,1475
2824,1013
2825,526
2826,294
2827,271
2828,315
2829,774
2830,2605
2831,6454
2832,6531
2833,4039
2834,4034
2835,4544
2836,4995
2837,5597
2838,6393
2839,6087
2840,3281
2841,1768
2842,3022
2843,384
2844,372
2845,761
2846,2546
2847,6274
2848,6076
2849,4444
2850,4829
2851,4995
2852,5323
2853,6497
2854,6050
2855,4432
2856,3282
2857,3019
2858,3924
2859,3310
2860,1296
2861,414
2862,324
2863,339
2864,735
2865,2391
2866,6710
2867,5940
2868,5044
2869,4638
2870,4974
2871,5312
2872,5642
2873,5858
2874,6579
2875,6095
2876,4831
2877,3621
2878,2931
2879,2861
2880,3112
2881,1856
2882,721
2883,525
2884,426
2885,730
2886,1946
2887,3001
2888,4170
2889,4383
2890,4799
2891,4710
2892,4621
2893,4880
2894,4374
2895,3972
2896,3334
2897,2768
2898,3169
2899,4198
2900,1997
2901,1230
2902,721
2903,605
2904,348
2905,299
2906,456
2907,901
2908,1426
2909,1965
2910,2146
2911,2177
2912,2059
2913,2212
2914,2460
2915,2230
2916,1539
2917,1330
2918,1021
2919,723
2920,252
2921,265
2922,807
2923,2419
2924,5325
2925,5032
2926,3866
2927,3959
2928,4200
2929,4723
2930,5177
2931,6202
2932,5789
2933,4095
2934,2782
2935,2452
2936,2060
2937,1407
2938,958
2939,522
2940,332
2941,289
2942,343
2943,782
2944,6655
2945,6198
2946,5011
2947,4386
2948,4614
2949,4759
2950,4834
2951,5209
2952,5716
2953,6381
2954,6079
2955,4623
2956,3205
2957,2669
2958,1622
2959,559
2960,333
2961,264
2962,771
2963,2611
2964,5246
2965,6544
2966,4559
2967,4782
2968,5074
2969,5313
2970,5875
2971,6759
2972,6353
2973,4704
2974,3098
2975,2896
2976,2344
2977,1663
2978,967
2979,567
2980,375
2981,278
2982,749
2983,2527
2984,5016
2985,5383
2986,5433
2987,5493
2988,4425
2989,4818
2990,5026
2991,5015
2992,5493
2993,6011
2994,6943
2995,6098
2996,4528
2997,3330
2998,2909
2999,3005
3000,3814
3001,1613
3002,792
3003,465
3004,349
3005,360
3006,732
3007,2364
3008,6660
3009,5744
3010,4742
3011,5223
3012,5463
3013,5748
3014,6129
3015,6497
3016,5915
3017,4668
3018,3900
3019,3070
3020,2755
3021,2382
3022,2977
3023,1494
3024,757
3025,567
3026,341
3027,402
3028,689
3029,1856
3030,2807
3031,3798
3032,3963
3033,4292
3034,4673
3035,4689
3036,4637
3037,4726
3038,4880
3039,4436
3040,4072
3041,3560
3042,2990
3043,3045
3044,2642
3045,1785
3046,740
3047,613
3048,268
3049,426
3050,962
3051,1647
3052,3234
3053,3580
3054,4143
3055,4312
3056,4422
3057,4165
3058,4208
3059,4030
3060,3830
3061,4139
3062,3369
3063,2185
3064,1672
3065,985
3066,556
3067,379
3068,338
3069,295
3070,735
3071,2231
3072,4570
3073,5512
3074,4718
3075,4103
3076,3974
3077,4277
3078,4680
3079,4677
3080,4876
3081,5046
3082,5466
3083,5066
3084,3825
3085,2816
3086,2281
3087,2062
3088,1415
3089,911
3090,470
3091,292
3092,235
3093,776
3094,2638
3095,5741
3096,6996
3097,6008
3098,4273
3099,4493
3100,4756
3101,5120
3102,6425
3103,5936
3104,3126
3105,2731
3106,2343
3107,1489
3108,295
3109,220
3110,751
3111,2560
3112,5909
3113,6125
3114,4334
3115,4608
3116,4964
3117,5276
3118,6723
3119,6153
3120,3234
3121,2987
3122,1635
3123,1034
3124,326
3125,244
3126,791
3127,2607
3128,5685
3129,6986
3130,6250
3131,4654
3132,5044
3133,5206
3134,5484
3135,6103
3136,6619
3137,6148
3138,4707
3139,3431
3140,3030
3141,2695
3142,2049
3143,1196
3144,682
3145,373
3146,309
3147,406
3148,861
3149,2358
3150,4068
3151,3675
3152,3310
3153,3870
3154,3479
3155,3541
3156,4132
3157,4476
3158,4913
3159,5254
3160,5830
3161,5433
3162,4421
3163,3254
3164,2759
3165,2566
3166,2203
3167,1559
3168,1059
3169,829
3170,545
3171,367
3172,387
3173,664
3174,1188
3175,1943
3176,2976
3177,3524
3178,3890
3179,4212
3180,4600
3181,4455
3182,4776
3183,4492
3184,4588
3185,4725
3186,4301
3187,3394
3188,2782
3189,2929
3190,2441
3191,1799
3192,1093
3193,785
3194,612
3195,368
3196,252
3197,454
3198,696
3199,996
3200,1633
3201,2341
3202,3229
3203,3488
3204,3873
3205,4204
3206,4277
3207,4073
3208,4473
3209,3845
3210,3509
3211,2693
3212,2191
3213,1837
3214,1289
3215,1056
3216,472
3217,260
3218,229
3219,291
3220,778
3221,2459
3222,5615
3223,6920
3224,4232
3225,4271
3226,4734
3227,5108
3228,5535
3229,6374
3230,5941
3231,4384
3232,2940
3233,2545
3234,2079
3235,1457
3236,910
3237,495
3238,293
3239,229
3240,298
3241,808
3242,2572
3243,5886
3244,6219
3245,5134
3246,4398
3247,4557
3248,4791
3249,4821
3250,5162
3251,5948
3252,6776
3253,6543
3254,4564
3255,3184
3256,2818
3257,3406
3258,3111
3259,1203
3260,592
3261,263
3262,296
3263,773
3264,2604
3265,5881
3266,7067
3267,6128
3268,5156
3269,4595
3270,4691
3271,4965
3272,4899
3273,5199
3274,5763
3275,6688
3276,6178
3277,4580
3278,3395
3279,3056
3280,2642
3281,1771
3282,1150
3283,659
3284,325
3285,256
3286,335
3287,767
3288,2579
3289,5853
3290,7029
3291,5242
3292,5709
3293,6356
3294,6721
3295,6304
3296,4858
3297,3677
3298,3048
3299,3465
3300,2191
3301,1336
3302,713
3303,395
3304,345
3305,357
3306,748
3307,2433
3308,5452
3309,6864
3310,6144
3311,4861
3312,5373
3313,5692
3314,5626
3315,5803
3316,6453
3317,6570
3318,6296
3319,5252
3320,4210
3321,3382
3322,3235
3323,2689
3324,1805
3325,1082
3326,712
3327,587
3328,379
3329,371
3330,661
3331,1269
3332,2098
3333,3092
3334,4397
3335,4747
3336,5219
3337,5190
3338,4935
3339,4921
3340,4754
3341,4588
3342,4533
3343,3440
3344,2958
3345,3342
3346,3961
3347,2149
3348,795
3349,666
3350,277
3351,449
3352,697
3353,1039
3354,1827
3355,2660
3356,3322
3357,3688
3358,4300
3359,4173
3360,4348
3361,4348
3362,4356
3363,3882
3364,3635
3365,2890
3366,2453
3367,3714
3368,2229
3369,1051
3370,511
3371,316
3372,256
3373,797
3374,2611
3375,5281
3376,4318
3377,3826
3378,3892
3379,4197
3380,4630
3381,5194
3382,6235
3383,5549
3384,3913
3385,2617
3386,2093
3387,1776
3388,1343
3389,2298
3390,438
3391,289
3392,369
3393,848
3394,2410
3395,3865
3396,3380
3397,2935
3398,2885
3399,3296
3400,3900
3401,4805
3402,4520
3403,2584
3404,2176
3405,1770
3406,994
3407,353
3408,266
3409,792
3410,2542
3411,6157
3412,5393
3413,5869
3414,6720
3415,6271
3416,4906
3417,3418
3418,3072
3419,2562
3420,1868
3421,1335
3422,359
3423,295
3424,327
3425,782
3426,2559
3427,6920
3428,6104
3429,5239
3430,5128
3431,5452
3432,6428
3433,4818
3434,3328
3435,2934
3436,2457
3437,2621
3438,811
3439,357
3440,352
3441,722
3442,2366
3443,5452
3444,5730
3445,5228
3446,4867
3447,5349
3448,5610
3449,5441
3450,5874
3451,6023
3452,5836
3453,4822
3454,3795
3455,3302
3456,3125
3457,2648
3458,3173
3459,1198
3460,747
3461,624
3462,389
3463,1232
3464,2903
3465,3656
3466,4566
3467,4573
3468,4776
3469,4393
3470,4361
3471,3997
3472,2579
3473,3609
3474,1755
3475,1087
3476,387
3477,380
3478,438
3479,704
3480,2177
3481,2919
3482,4072
3483,4112
3484,4230
3485,3590
3486,2743
3487,3283
3488,2462
3489,1070
3490,508
3491,362
3492,721
3493,2338
3494,5230
3495,6607
3496,4750
3497,4129
3498,4552
3499,5054
3500,5589
3501,6330
3502,4182
3503,3075
3504,2221
3505,1717
3506,997
3507,258
3508,321
3509,755
3510,5591
3511,5013
3512,4352
3513,4917
3514,5051
3515,5702
3516,6558
3517,4700
3518,3356
3519,3271
3520,632
3521,368
3522,774
3523,6850
3524,5201
3525,4784
3526,4969
3527,5188
3528,5774
3529,6486
3530,4628
3531,3431
3532,2460
3533,1753
3534,658
3535,331
3536,340
3537,771
3538,4336
3539,4423
3540,5615
3541,4580
3542,4759
3543,5083
3544,5718
3545,4524
3546,3461
3547,3751
3548,3350
3549,786
3550,459
3551,356
3552,739
3553,5664
3554,4631
3555,4492
3556,5147
3557,5803
3558,6289
3559,4700
3560,3358
3561,2602
3562,2231
3563,2372
3564,815
3565,410
3566,369
3567,1329
3568,2224
3569,3570
3570,4108
3571,4815
3572,5155
3573,4905
3574,4969
3575,4386
3576,3572
3577,3620
3578,2919
3579,1579
3580,1049
3581,402
3582,308
3583,687
3584,970
3585,3371
3586,4238
3587,4319
3588,4272
3589,3543
3590,2880
3591,2206
3592,1729
3593,593
3594,308
3595,822
3596,3992
3597,3804
3598,2946
3599,3803
3600,4922
3601,5339
3602,3699
3603,2661
3604,1966
3605,1346
3606,494
3607,317
3608,320
3609,734
3610,5496
3611,6574
3612,5005
3613,4304
3614,4755
3615,4802
3616,5862
3617,6416
3618,4438
3619,3463
3620,2730
3621,2212
3622,2676
3623,685
3624,472
3625,282
3626,351
3627,5067
3628,6761
3629,6010
3630,5266
3631,4438
3632,4728
3633,4814
3634,4906
3635,5470
3636,5786
3637,6608
3638,6068
3639,4529
3640,3444
3641,3080
3642,2660
3643,1727
3644,1013
3645,595
3646,357
3647,282
3648,306
3649,744
3650,2581
3651,5568
3652,6847
3653,6005
3654,5023
3655,4433
3656,4949
3657,5122
3658,5211
3659,5581
3660,5836
3661,6466
3662,6246
3663,4747
3664,3553
3665,3272
3666,3066
3667,3474
3668,1432
3669,789
3670,435
3671,374
3672,360
3673,673
3674,2357
3675,5183
3676,6399
3677,5560
3678,4730
3679,4814
3680,5241
3681,5460
3682,5418
3683,5807
3684,5954
3685,6497
3686,6059
3687,4762
3688,3718
3689,3123
3690,4233
3691,3226
3692,1887
3693,1266
3694,798
3695,580
3696,436
3697,394
3698,734
3699,1191
3700,2004
3701,2918
3702,3763
3703,4081
3704,4531
3705,4999
3706,5000
3707,4740
3708,5505
3709,6264
3710,4678
3711,4229
3712,3613
3713,3030
3714,3386
3715,4260
3716,2077
3717,1297
3718,875
3719,647
3720,361
3721,277
3722,464
3723,738
3724,1180
3725,1774
3726,2742
3727,3550
3728,3793
3729,4409
3730,4604
3731,4652
3732,4502
3733,4471
3734,4111
3735,3496
3736,3024
3737,2677
3738,2056
3739,1581
3740,1994
3741,1459
3742,373
3743,298
3744,382
3745,772
3746,2460
3747,5386
3748,6581
3749,5684
3750,4504
3751,4315
3752,4484
3753,4677
3754,4681
3755,5000
3756,5223
3757,5873
3758,5589
3759,4000
3760,2901
3761,2547
3762,2169
3763,1556
3764,919
3765,519
3766,303
3767,221
3768,318
3769,724
3770,2532
3771,5550
3772,6784
3773,5829
3774,4869
3775,4346
3776,4545
3777,4878
3778,4895
3779,5170
3780,5546
3781,6376
3782,5831
3783,4279
3784,2981
3785,2738
3786,2235
3787,1571
3788,1077
3789,563
3790,372
3791,264
3792,326
3793,749
3794,2507
3795,5587
3796,6743
3797,6014
3798,4376
3799,4723
3800,5083
3801,4930
3802,5187
3803,5646
3804,6218
3805,6087
3806,4743
3807,3251
3808,2941
3809,2741
3810,2672
3811,2742
3812,755
3813,412
3814,296
3815,334
3816,777
3817,2494
3818,5410
3819,6780
3820,5963
3821,4991
3822,4473
3823,4804
3824,5024
3825,5035
3826,5517
3827,5866
3828,6217
3829,5892
3830,4577
3831,3513
3832,3235
3833,3005
3834,2034
3835,1273
3836,777
3837,440
3838,353
3839,304
3840,679
3841,2008
3842,4537
3843,5540
3844,5226
3845,4687
3846,4742
3847,5138
3848,5692
3849,5373
3850,5743
3851,5908
3852,5998
3853,5371
3854,4520
3855,3461
3856,3100
3857,3017
3858,2903
3859,1854
3860,1092
3861,706
3862,542
3863,380
3864,339
3865,624
3866,1097
3867,1571
3868,2177
3869,3058
3870,3570
3871,4094
3872,4502
3873,4422
3874,4390
3875,4443
3876,4389
3877,4023
3878,3846
3879,3287
3880,2780
3881,2928
3882,4058
3883,2082
3884,1242
3885,742
3886,607
3887,304
3888,245
3889,359
3890,650
3891,908
3892,1544
3893,2384
3894,3166
3895,3610
3896,3829
3897,3829
3898,3780
3899,4003
3900,4159
3901,4201
3902,4246
3903,4094
3904,3527
3905,2720
3906,1841
3907,1143
3908,556
3909,316
3910,248
3911,311
3912,765
3913,2422
3914,5522
3915,6597
3916,5875
3917,4820
3918,5150
3919,5397
3920,6382
3921,5939
3922,4507
3923,3127
3924,2697
3925,3444
3926,2630
3927,571
3928,320
3929,267
3930,321
3931,763
3932,2518
3933,5678
3934,7009
3935,6310
3936,5181
3937,4459
3938,4761
3939,5082
3940,4962
3941,5358
3942,5875
3943,6527
3944,6326
3945,4692
3946,3382
3947,2928
3948,2441
3949,1632
3950,956
3951,587
3952,359
3953,268
3954,305
3955,748
3956,2573
3957,5739
3958,6596
3959,6637
3960,5326
3961,4708
3962,4906
3963,5322
3964,5350
3965,5720
3966,5984
3967,6545
3968,6348
3969,4649
3970,3361
3971,2876
3972,2588
3973,2456
3974,1349
3975,608
3976,366
3977,275
3978,355
3979,762
3980,2605
3981,5539
3982,6836
3983,6410
3984,5373
3985,4825
3986,5365
3987,5080
3988,5180
3989,5600
3990,5992
3991,6841
3992,6306
3993,4755
3994,3521
3995,3105
3996,2792
3997,1194
3998,632
3999,407
4000,310
4001,329
4002,736
4003,2443
4004,5318
4005,6756
4006,6064
4007,5107
4008,5321
4009,5517
4010,5541
4011,5855
4012,6234
4013,6390
4014,5823
4015,4995
4016,3604
4017,2870
4018,2913
4019,2205
4020,1610
4021,1037
4022,622
4023,508
4024,349
4025,371
4026,707
4027,1953
4028,2952
4029,3892
4030,4070
4031,4569
4032,4958
4033,5007
4034,4877
4035,4719
4036,4426
4037,4377
4038,4160
4039,3050
4040,2712
4041,3520
4042,3122
4043,1984
4044,1135
4045,805
4046,616
4047,312
4048,284
4049,454
4050,710
4051,1052
4052,1623
4053,2564
4054,3298
4055,3507
4056,4342
4057,4254
4058,4120
4059,4201
4060,4241
4061,3994
4062,3599
4063,2999
4064,2310
4065,2316
4066,2107
4067,2599
4068,596
4069,393
4070,262
4071,296
4072,748
4073,2505
4074,5597
4075,6971
4076,6291
4077,4920
4078,4406
4079,4542
4080,4708
4081,4766
4082,5326
4083,5595
4084,6524
4085,6278
4086,4356
4087,3143
4088,2620
4089,2171
4090,1454
4091,1124
4092,539
4093,316
4094,268
4095,305
4096,737
4097,2626
4098,5823
4099,7110
4100,5954
4101,5289
4102,4439
4103,4560
4104,4917
4105,4875
4106,5298
4107,5849
4108,6564
4109,6315
4110,4458
4111,3226
4112,2754
4113,3824
4114,2868
4115,1127
4116,501
4117,320
4118,227
4119,297
4120,752
4121,2568
4122,5543
4123,6812
4124,6125
4125,5171
4126,4366
4127,4418
4128,4793
4129,4958
4130,5207
4131,5821
4132,6383
4133,6106
4134,4435
4135,3172
4136,2763
4137,2330
4138,1550
4139,1019
4140,582
4141,330
4142,238
4143,331
4144,773
4145,2628
4146,3973
4147,3078
4148,3069
4149,4018
4150,3191
4151,3246
4152,3714
4153,3827
4154,4562
4155,4797
4156,5668
4157,5029
4158,3803
4159,2777
4160,2452
4161,4070
4162,2697
4163,1306
4164,661
4165,380
4166,309
4167,344
4168,713
4169,2407
4170,5001
4171,5652
4172,6036
4173,5197
4174,4513
4175,5071
4176,5393
4177,5446
4178,5649
4179,6255
4180,6595
4181,5988
4182,4956
4183,3716
4184,3085
4185,2866
4186,2774
4187,1695
4188,1128
4189,707
4190,551
4191,351
4192,366
4193,701
4194,1402
4195,2163
4196,2943
4197,3766
4198,4049
4199,4668
4200,5311
4201,5226
4202,5173
4203,4823
4204,4759
4205,4718
4206,4385
4207,3319
4208,2881
4209,2999
4210,4816
4211,2254
4212,1329
4213,860
4214,690
4215,350
4216,253
4217,459
4218,730
4219,982
4220,1569
4221,2347
4222,2984
4223,3303
4224,3655
4225,3681
4226,3697
4227,3861
4228,3946
4229,3726
4230,3205
4231,2551
4232,2179
4233,1950
4234,1418
4235,907
4236,514
4237,267
4238,233
4239,288
4240,735
4241,2541
4242,5806
4243,7082
4244,6126
4245,4916
4246,4386
4247,4552
4248,4755
4249,4880
4250,5222
4251,5809
4252,6683
4253,6400
4254,4630
4255,3096
4256,2727
4257,2498
4258,1530
4259,1007
4260,535
4261,319
4262,234
4263,303
4264,748
4265,2705
4266,5994
4267,7016
4268,6373
4269,5046
4270,4558
4271,4764
4272,4876
4273,5004
4274,5248
4275,5958
4276,6713
4277,6407
4278,4860
4279,3149
4280,2964
